,ProfileName,Text
333626,stephanie,"['bought', 'thinking', 'would', 'taste', 'like', 'rose', 'half', 'right', 'rose', 'flavor', 'still', 'really', 'search', 'think', 'take', 'cup', 'primarily', 'fruity', 'knock', 'first', 'cup', 'find', 'subtle', 'rose', 'flavor', 'youll', 'find', 'taste', 'like', 'rose', 'would', 'taste', 'like', 'fruit', 'basically', 'rose', 'hip', 'drinking', 'entire', 'found', 'really', 'liked', 'gone', 'intend', 'soonbr', 'added', 'note', 'feel', 'need', 'mentioned', 'youre', 'like', 'like', 'suck', 'teabag', 'recommend', 'bag', 'thick', 'break', 'explosion', 'mushy', 'rose', 'hip', 'mouth']"
333714,karen,"['applewood', 'smoked', 'bacon', 'best', 'ever', 'tried', 'thick', 'meaty', 'bacon', 'awesome', 'smoked', 'flavor', 'time', 'naturally', 'sodium', 'dont', 'funny', 'aftertaste', 'mouth', 'eating', 'bacon', 'truly', 'best', 'bacon', 'ever', 'worth', 'every', 'penny']"
333724,karen,"['applewood', 'smoked', 'bacon', 'best', 'ever', 'tried', 'thick', 'meaty', 'bacon', 'awesome', 'smoked', 'flavor', 'time', 'naturally', 'sodium', 'dont', 'funny', 'aftertaste', 'mouth', 'eating', 'bacon', 'truly', 'best', 'bacon', 'ever', 'worth', 'every', 'penny']"
333734,karen,"['applewood', 'smoked', 'bacon', 'best', 'ever', 'tried', 'thick', 'meaty', 'bacon', 'awesome', 'smoked', 'flavor', 'time', 'naturally', 'sodium', 'dont', 'funny', 'aftertaste', 'mouth', 'eating', 'bacon', 'truly', 'best', 'bacon', 'ever', 'worth', 'every', 'penny']"
333908,mike,"['chip', 'fresh', 'shipped', 'safely', 'afghanistan', 'quickly', 'would', 'definately', 'order', 'chip', 'finish', 'others']"
334115,c2,"['cereal', 'applauded', 'great', 'fanfare', 'house', 'find', 'winner', 'great', 'news', 'wonderful', 'taste', 'opinion', 'adult', 'sugar', 'content', 'little', 'high', 'whole', 'grain', 'thing', 'great', 'youre', 'trying', 'child', 'grain', 'bill', 'quite', 'well', 'recommend']"
334252,amanda,"['seller', 'list', 'bamboo', 'great', 'condition', 'good', 'customer', 'service', 'order', 'estimated', 'delivery', 'date', 'seller', 'emailed', 'even', 'product', 'instruction', 'offering', 'help', 'needed', 'also', 'gave', 'bottle', 'bamboo', 'food', 'giving', 'away', 'baby', 'shower', 'excited', 'order']"
334324,amanda,"['best', 'flavor', 'apple', 'chip', 'opinion', 'used', 'splurge', 'grocery', 'store', 'would', 'indulge', 'great', 'deal', 'amazon', 'buying', 'bulk', 'mean', 'paying', 'saving', 'came', 'super', 'fast', 'amazon', 'free', 'shipping', 'fresh', 'caramel', 'apple', 'chip', 'greatest']"
334328,c f hill cfh,"['miss', 'leone', 'habanero', 'stuffed', 'olive', 'good', 'tasting', 'medium', 'spicy', 'family', 'love', 'olive', 'house', 'divided', 'pepper', 'since', 'daughter', 'like', 'spicy', 'food', 'wife', 'tolerance', 'spicy', 'wife', 'right', 'level', 'daughter', 'flavor', 'olive', 'overwhelmed', 'habanero', 'complement', 'eachother', 'nicelybr', 'highly', 'recommendedbr']"
334366,o brown ms o khannahbrown,"['mellow', 'bush', 'premium', 'numi', 'herbal', 'caffeinefree', 'certified', 'organic', 'kosherbr', 'manufacturer', 'say', 'better', 'ever', 'could', 'grown', 'high', 'desert', 'region', 'cederberg', 'mountain', 'shoot', 'rooibos', 'hand', 'gathered', 'south', 'african', 'generation', 'prepared', 'like', 'traditional', 'undergoing', 'meticulous', 'drying', 'oxidation', 'cutting', 'organic', 'mellow', 'bush', 'earthy', 'vanilla', 'taste', 'pleasing', 'orange', 'color', 'hint', 'autumn', 'straw', 'antioxidant', 'level', 'comparable', 'green', 'rooibos', 'caffeine', 'rich', 'mineral', 'tannin', 'relaxing', 'nerve', 'wonder', 'call', 'miracle', 'discover', 'wonder', 'rooibos', 'invitationbr', 'husband', 'favorite', 'pure', 'premium', 'rooibos', 'havent', 'tasted', 'rooibos', 'pleasant', 'earthy', 'herbal', 'flavor', 'people', 'likebr', 'like', 'numi', 'tea', 'ityou', 'wont', 'sorry', 'numi', 'love', 'rooibos', 'think', 'could', 'find', 'better', 'source', 'numibr']"
334391,lynrie oh hell no,"['using', 'vinegar', 'make', 'multipurpose', 'cleaning', 'solution', 'around', 'house', 'back', 'basic', 'real', 'simple', 'solution', 'le', 'chemical', 'cheaper', 'make', 'store', 'bought', 'remembering', 'using', 'granny', 'idea', 'simpler', 'time']"
334562,mary,"['daughter', 'could', 'find', 'starbucks', 'cocoa', 'sale', 'anywhere', 'gave', 'christmas', 'ecstatic']"
334573,c f hill cfh,"['timothy', 'colombian', 'decaffeinated', 'kcups', 'good', 'tasting', 'coffee', 'like', 'coffee', 'long', 'need', 'switch', 'decaf', 'later', 'good', 'substitute', 'normal', 'type', 'hrefhttpwwwamazoncomgpproductb0029xdzikcoffee', 'people', 'donut', 'shop', 'kcups', 'keurig', 'brewer', 'pack', 'amazon', 'frustrationfree', 'packaginga', 'quite', 'strong', 'tastingbr', 'observation', 'us', 'kcups', 'made', 'small', 'setting', 'serf', 'fine', 'since', 'half', 'half', 'evening', 'coffeebr', 'recommendedbr']"
334761,o brown ms o khannahbrown,"['stash', 'chamomile', 'caffeine', 'free', 'herbal', 'totally', 'natural', 'tea', 'containing', 'chamomile', 'flower', 'rather', 'weak', 'fine', 'teajust', 'teabags', 'many', 'people', 'find', 'subtle', 'think', 'stash', 'natural', 'tea', 'seem', 'little', 'weak', 'undistinguished', 'flavored', 'tea', 'superpowerful', 'erring', 'side', 'powerful', 'overwhelming', 'drinker', 'type', 'strong', 'added', 'flavoring', 'pick', 'always', 'take', 'subtle', 'make', 'tea', 'like', 'chamomile', 'stronger', 'doubling', 'bag', 'cant', 'make', 'strongly', 'flavored', 'tea', 'weaker', 'le', 'annoyingbr', 'stash', '35th', 'anniversary', 'last', 'month', 'theyve', 'around', 'moving', 'direction', 'organic', 'loose', 'tea', 'true', 'flavor', 'instead', 'added', 'flavoring', 'appreciate', 'chamomile', 'pure', 'wish', 'could', 'little', 'flavorfulbr', 'still', 'recommendedbr']"
334763,o brown ms o khannahbrown,"['stash', 'lemon', 'ginger', 'caffeine', 'free', 'herbal', 'basic', 'lemon', 'ginger', 'tasting', 'strongly', 'ginger', 'full', 'flavoring', 'oddly', 'even', 'contains', 'better', 'commercial', 'highly', 'processed', 'nonorganic', 'tea', 'much', 'prefer', 'organic', 'tea', 'made', 'without', 'artificial', 'flavoring', 'certainly', 'without', 'picky', 'herb', 'tea', 'looking', 'something', 'strongly', 'flavored', 'introduction', 'world', 'teasans', 'decaffeinated', 'beverage', 'would', 'fine', 'like', 'subtle', 'true', 'pure', 'taste', 'discern', 'complex', 'difference', 'natural', 'commercial', 'tea', 'definitely', 'would', 'recommend', 'numi', 'yogi', 'traditional', 'medicinals', 'even', 'stash', 'organic', 'line', 'tea', 'come', 'wonderful', 'lemon', 'ginger', 'organic', 'teabr', 'stash', 'lemon', 'ginger', 'contains', 'ginger', 'root', 'lemongrass', 'lemon', 'flavor', 'safflower', 'hibiscus', 'citric', 'acid', 'soybr', 'unfortunately', 'nothing', 'specialbr']"
334764,o brown ms o khannahbrown,"['stash', 'wild', 'raspberry', 'caffeine', 'free', 'herbal', 'strong', 'fruity', 'thats', 'great', 'love', 'taste', 'raspberry', 'hibiscus', 'contains', 'hibiscus', 'orange', 'peel', 'lemongrass', 'rosehip', 'natural', 'raspberry', 'flavor', 'licorice', 'powder', 'citric', 'acid', 'package', 'say', 'also', 'contains', 'make', 'little', 'sense', 'fine', 'tasting', 'herb', 'teabr', 'like', 'subtle', 'crazy', 'wild', 'raspberry', 'like', 'celestial', 'seasoning', 'commercial', 'tea', 'think', 'good', 'reason', 'gave', 'four', 'star', 'instead', 'five', 'isnt', 'pure', 'could', 'contains', 'additive', 'flavoring', 'tell', 'prefer', 'subtle', 'save', 'five', 'star', 'best', 'tea', 'tried', 'like', 'flavor', 'cant', 'taste', 'additive', 'finebr', 'recommendedbr']"
334985,c2,"['tell', 'everyone', 'know', 'chocolate', 'found', 'actually', 'taste', 'like', 'chocolate', 'overwhelming', 'although', 'normally', 'hazelnut', 'really', 'serf', 'flavor', 'enhancer', 'chocolate', 'awesome', 'hand', 'weak', 'either', 'although', 'decaf', 'price', 'high', 'store', 'begin', 'end', 'state', 'dollar', 'quarter', 'size', 'great', 'incredible', 'stuff', 'almost', 'highly', 'highly', 'recommend']"
335069,steve,"['like', 'double', 'bergamont', 'fantastic', 'tried', 'many', 'many', 'type', 'earl', 'grey', 'year', 'double', 'best']"
335192,laura,"['fall', 'lover', 'anything', 'brings', 'turning', 'leaf', 'crisp', 'pumpkin', 'yummyness', 'doe', 'good', 'like', 'sugar', 'like', 'yummy', 'dessert', 'great', 'curl', 'read', 'book']"
335277,jessica,"['mint', 'favorite', 'like', 'going', 'sleep', 'little', 'milk', 'honey', 'good', 'price', 'individual', 'box', 'grocery', 'store']"
335325,o brown ms o khannahbrown,"['stash', 'wild', 'raspberry', 'caffeine', 'free', 'herbal', 'strong', 'fruity', 'great', 'love', 'taste', 'raspberry', 'hibiscus', 'contains', 'hibiscus', 'orange', 'peel', 'lemongrass', 'rosehip', 'natural', 'raspberry', 'flavor', 'licorice', 'powder', 'citric', 'acid', 'package', 'say', 'also', 'contains', 'make', 'little', 'sense', 'mebut', 'everyone', 'know', 'case', 'allergic', 'fine', 'tasting', 'herb', 'teabr', 'like', 'subtle', 'crazy', 'wild', 'raspberry', 'like', 'celestial', 'seasoning', 'commercial', 'tea', 'think', 'good', 'reason', 'gave', 'four', 'star', 'instead', 'five', 'isnt', 'pure', 'could', 'contains', 'additive', 'flavoring', 'tell', 'prefer', 'subtle', 'save', 'five', 'star', 'best', 'tea', 'tried', 'like', 'flavor', 'dont', 'mind', 'additive', 'finebr', 'count', 'economical', 'enjoy', 'however', 'would', 'first', 'smaller', 'quantity', 'sure', 'bulkbr', 'recommendedbr']"
335359,david,"['yummy', 'word', 'liked', 'taste', 'right', 'outset', 'tantalises', 'taste', 'bud', 'like', 'packaging']"
335376,gary peterson,"['gradually', 'changed', 'using', 'olive', 'almost', 'cooking', 'like', 'taste', 'health', 'argument', 'convincing', 'havent', 'used', 'olive', 'last', 'three', 'yearsbr', 'convenient', 'item', 'helped', 'conversion', 'availability', 'olive', 'spray', 'give', 'pan', 'light', 'coating', 'frying', 'egg', 'thing', 'lightly', 'spray', 'salad', 'using', 'regular', 'except', 'sprayed', 'ingredient', 'extra', 'virgin', 'olive', 'satisfied', 'product', 'convenientbr', 'gary', 'peterson']"
335531,gary peterson,"['weve', 'always', 'liked', 'applesauce', 'find', 'small', 'container', 'convieniant', 'desert', 'occasion', 'snack', 'camping', 'lunch', 'either', 'treetop', 'mott', 'best', 'brand', 'opinion', 'lately', 'weve', 'found', 'another', 'oneyearold', 'baby', 'love', 'applesauce', 'need', 'fridge', 'long', 'shelf', 'life', 'small', 'right', 'size', 'feeding', 'convenient', 'like', 'plain', 'cinnamon', 'equally', 'well', 'family', 'consumption', 'gone', 'markedly', 'megapacks', 'suite', 'need', 'wellbr', 'gary', 'peterson']"
335575,o brown ms o khannahbrown,"['goji', 'berry', 'green', 'yogi', 'daily', 'energy', 'tonic', 'natural', 'made', 'organic', 'green', 'leaf', 'natural', 'organic', 'flavor', 'organic', 'green', 'matcha', 'leaf', 'goji', 'berry', 'lyceum', 'barbarum', 'taste', 'mild', 'slightly', 'berrylike', 'tasting', 'mostly', 'green', 'pleasant', 'aroma', 'fact', 'mild', 'would', 'definitely', 'bag', 'brew', 'full', 'minute', 'doe', 'bitter', 'unless', 'enjoy', 'mild', 'plan', 'getting', 'fewer', 'cup', 'reason', 'gave', 'four', 'starsbr', 'impressed', 'yogi', 'tea', 'general', 'goji', 'berry', 'green', 'come', 'expiration', 'date', 'good', 'thing', 'full', 'preservative', 'plus', 'tell', 'fresh', 'yogi', 'seems', 'another', 'company', 'like', 'numi', 'aspen', 'traditional', 'medicinals', 'value', 'sustainable', 'healthy', 'practice', 'site', 'helpful', 'glossary', 'ingredient', 'beautifully', 'designed', 'info', 'makebr', 'yogi', 'writes', 'tea', 'benefit', 'green', 'goji', 'berry', 'uplifting', 'daily', 'tonic', 'promotes', 'energy', 'revitalization', 'fragrant', 'blend', 'organic', 'green', 'organic', 'japanese', 'green', 'matcha', 'goji', 'berry', 'century', 'people', 'east', 'treasured', 'green', 'delicious', 'energizing', 'tonic', 'recent', 'study', 'american', 'journal', 'physiologyregulatory', 'integrative', 'comparative', 'physiology', '2005', 'suggests', 'longterm', 'consumption', 'green', 'might', 'provide', 'increased', 'endurance', 'exercising', 'green', 'also', 'celebrated', 'antioxidant', 'property', 'help', 'promote', 'longevity', 'formula', 'also', 'contains', 'organic', 'japanese', 'green', 'matcha', 'powdered', 'form', 'green', 'provides', 'burst', 'energy', 'delicate', 'flavor', 'bright', 'goji', 'berry', 'consumed', 'century', 'east', 'considered', 'healing', 'fruit', 'traditional', 'chinese', 'medicine', 'treasured', 'fruit', 'help', 'convert', 'food', 'energy', 'protect', 'liver', 'damaging', 'toxin', 'provides', 'boost', 'immune', 'circulation', 'system', 'find', 'path', 'revitalized', 'life', 'invigorating', 'quality', 'green', 'goji', 'berrybr', 'caution', 'warning', 'except', 'standard', 'disclaimer', 'intended', 'diagnose', 'treat', 'cure', 'prevent', 'diseasebr', 'goji', 'berry', 'green', 'contains', 'approximately', 'caffeine', 'half', 'normally', 'found', 'coffee', 'pretty', 'strong', 'green', 'good', 'portion', 'energizing', 'effect', 'coming', 'caffeinebr', 'really', 'like', 'healthpromoting', 'recommendedbr']"
335678,laura,"['food', 'great', 'kitten', 'eating', 'since', 'brought', 'home', 'week', 'bought', 'good', 'quality', 'food', 'feel', 'safe', 'feeding', 'little', 'eats', 'along', 'wellness', 'food', 'coat', 'beautiful', 'shes', 'health', 'problem', 'overweight', 'think', 'good', 'food', 'control', 'weight', 'selffed', 'course', 'pricier', 'brand', 'willing', 'know', 'kitten', 'eating', 'healthy', 'highquality', 'food']"
335794,rebecca of amazon the rebecca review,"['love', 'buying', 'rotisserie', 'chicken', 'layer', 'slice', 'chicken', 'fresh', 'bread', 'sandwich', 'delicious', 'homemade', 'chicken', 'gravy', 'flavor', 'gravy', 'greatly', 'enhanced', 'using', 'stock', 'base', 'chicken', 'base', 'also', 'contains', 'turmeric', 'proteinbr', 'better', 'bouillon', 'stock', 'paste', 'like', 'chicken', 'base', 'bouillon', 'cube', 'bouillon', 'cube', 'famous', 'overly', 'salty', 'chicken', 'base', 'much', 'healthier', 'mention', 'tasty', 'alternativebr', 'teaspoon', 'bouillon', 'blended', 'water', 'make', 'chicken', 'stock', 'tablespoon', 'butter', 'tablespoon', 'flour', 'plus', 'stock', 'sprinkling', 'poultry', 'seasoning', 'freshly', 'ground', 'pepper', 'paprika', 'melt', 'butter', 'small', 'saucepan', 'whisk', 'flour', 'stockbr', 'stock', 'base', 'also', 'perfect', 'making', 'soup', 'tablespoon', 'enough', 'flavor', 'entire', 'stock', 'also', 'leftover', 'rotisserie', 'chicken', 'stockpot', 'cover', 'water', 'simmer', 'vegetable', 'herbsspices', 'make', 'delicious', 'homemade', 'stock', 'love', 'enhancing', 'stock', 'better', 'bouillon', 'possibility', 'endless', 'learn', 'make', 'chicken', 'stock', 'product', 'enhance', 'flavorbr', 'rebecca', 'review']"
335856,anonymous,"['bought', 'canidae', 'formula', 'canidae', 'formula', 'mixing', 'formula', 'formula', 'meat', 'puppy', 'love', 'formula', 'jumped', 'unfortunate', 'canidae', 'didnt', 'announce', 'going', 'change', 'formula', 'making', 'dog', 'sick', 'sudden', 'change', 'food']"
335919,john,"['negative', 'comment', 'review', 'look', 'ingredient', 'cost', 'value', 'best', 'food', 'found', 'dog', 'food', 'doe', 'well', 'gradually', 'switched', 'blue', 'buffalo', 'raised', 'price', 'canidae', 'better', 'product', 'opinion', 'anyway', 'asked', 'supply', 'store', 'owner', 'said', 'year', 'despite', 'negative', 'review', 'maybe', 'bag', 'ever', 'returned', 'store', 'happy', 'product', 'price', 'dog', 'like']"
336048,rebecca of amazon the rebecca review,"['love', 'drinking', 'lemonade', 'year', 'round', 'naturally', 'flavored', 'drink', 'really', 'convenient', 'pour', 'packet', 'bottle', 'water', 'shake', 'well', 'drink', 'avoid', 'artificially', 'flavored', 'drink', 'still', 'little', 'sugar', 'also', 'sweetened', 'stevia', 'also', 'turmeric', 'color', 'really', 'good', 'calorie', 'drink', 'feel', 'drink', 'something', 'sweet', 'feel', 'guilty', 'give', 'think', 'youll', 'love', 'itbr', 'rebecca', 'review']"
336112,c f hill cfh,"['tried', 'several', 'type', 'murray', 'sugar', 'free', 'cooky', 'good', 'fudge', 'dipped', 'mint', 'cooky', 'exception', 'quite', 'good', 'regular', 'cooky', 'diabetic', 'friendly', 'good', 'alternativebr', 'recommended']"
336113,c f hill cfh,"['murray', 'sugar', 'free', 'fudge', 'dipped', 'vanilla', 'wafer', 'cooky', 'good', 'tasting', 'diabetic', 'friendly', 'snack', 'foodbr', 'quite', 'good', 'regular', 'fudge', 'dipped', 'wafer', 'slightly', 'taste', 'quite', 'acceptablebr', 'recommended']"
336284,linda,"['wheaten', 'puppy', 'like', 'treat', 'like', 'theyre', 'made', 'good', 'ingredient', 'gave', 'product', 'three', 'star', 'problem', 'packaging', 'interlocking', 'seal', 'doesnt', 'line', 'impossible', 'close', 'guess', 'repackage', 'treat', 'huge', 'problem', 'little', 'disappointed']"
336385,jessica,"['love', 'treat', 'great', 'training', 'teaching', 'trick', 'would', 'recommend', 'small', 'prone', 'dental', 'decay', 'going', 'many', 'bag', 'treat', 'learned', 'small', 'dog', 'prone', 'dental', 'problem', 'soft', 'sticky', 'treat', 'promote', 'dental', 'problem', 'know', 'recently', 'teeth', 'pulled', 'dont', 'think', 'entirely', 'fault', 'particular', 'treat', 'combination', 'problem', 'think', 'could', 'factor', 'overall', 'great', 'training']"
336586,jen,"['bought', 'month', 'local', 'grocery', 'store', 'let', 'many', 'different', 'variety', 'cheezits', 'plan', 'first', 'unsure', 'felt', 'smoked', 'one', 'gone', 'really', 'craved', 'love', 'monterey', 'jack', 'one', 'love', 'smoked', 'cheddar', 'differently', 'brother', 'didnt', 'like', 'smoked', 'one', 'certainly', 'depends', 'personal', 'taste', 'read', 'review', 'said', 'taste', 'like', 'campfire', 'sort', 'true', 'exactly', 'thing', 'opinion', 'taste', 'smoked', 'smoked', 'like', 'smoked', 'food', 'like', 'brother', 'like', 'think', 'sound', 'smoked', 'cheese', 'sound', 'really', 'another', 'cheezit', 'variety', 'currently', 'favorite', 'cheezits', 'hope', 'continue', 'make', 'long', 'timebr', 'price', 'right', 'give', 'star', 'local', 'grocery', 'store', 'sell', 'sale', 'usually', 'price', 'amazon', 'right', 'box', 'size', 'make']"
336646,john,"['avid', 'coffee', 'espresso', 'drinker', 'look', 'coffee', 'come', 'perfectly', 'preground', 'espresso', 'drink', 'espresso', 'smooth', 'rich', 'flavor', 'strong', 'hint', 'chocolate', 'aftertaste', 'warning', 'drink', 'coffee', 'couple', 'time', 'hooked', 'compare', 'starbucks', 'latteacutes', 'lavazza', 'refined', 'smoother', 'flavor', 'without', 'bitter', 'burnt', 'taste', 'starbucks', 'hasbr', 'enjoybr', 'john']"
337028,mike,"['good', 'good', 'fruit', 'filled', 'cereal', 'crushed', 'shredded', 'wheat', 'bottom', 'probably', 'handling', 'shipping']"
337065,mary,"['received', 'coffee', 'delighted', 'fresh', 'really', 'acidic', 'thought', 'caribou', 'coffee', 'went', 'smooth', 'coffee', 'go', 'even', 'better']"
337206,linda,"['husband', 'kurt', 'satisfied', 'food', 'stevia', 'extract', 'health', 'conscious', 'product', 'must', 'healthy', 'pure', 'natural', 'searching', 'stevia', 'recommend', 'family', 'anyone', 'want', 'stay', 'away', 'sugar', 'product', 'full', 'chemical', 'worse', 'sugar', 'food', 'stevia', 'extract', 'powder', 'natural', 'teaspoon', 'full', 'coffee', 'even', 'much', 'pound', 'last', 'long', 'time', 'anyone', 'product', 'substitute', 'sugar', 'excellent', 'product', 'give', 'least', 'five', 'starsbr', 'honestly', 'sincerelybr', 'kurt', 'lindaa', 'hrefhttpwwwamazoncomgpproductb000mgwih0now', 'food', 'stevia', 'extract', 'powder', 'lbsa']"
